idx,vectordb,our_relevance,our_utilization,our_completeness,our_adherence,ref_relevance,ref_utilization,ref_completeness,ref_adherence
65,chromadb,0.5,0.0,0.0,0,0.125,0.0,0.0,1
66,chromadb,0.5,0.2222,0.3333,1,0.5,0.4444444444444444,0.8888888888888888,1
67,chromadb,0.4074,0.037,0.0909,1,0.14814814814814814,0.037037037037037035,0.25,1
68,chromadb,0.3182,0.0909,0.2857,1,0.18181818181818182,0.18181818181818182,1.0,1
69,chromadb,0.5,0.5455,1.0,0,0.22727272727272727,0.09090909090909091,0.4,1
70,chromadb,0.3182,0.1818,0.5714,0,0.4090909090909091,0.2727272727272727,0.6666666666666666,1
71,chromadb,0.2727,0.1818,0.6667,1,0.09090909090909091,0.09090909090909091,1.0,1
72,chromadb,0.25,0.0625,0.25,1,0.25,0.0625,0.25,1
73,chromadb,0.1429,0.0952,0.6667,1,0.09523809523809523,0.09523809523809523,1.0,1
74,chromadb,0.4091,0.0455,0.1111,0,0.13636363636363635,0.09090909090909091,0.6666666666666666,1
75,chromadb,0.4667,0.0,0.0,0,0.26666666666666666,0.26666666666666666,1.0,1
76,chromadb,0.2778,0.1667,0.6,0,0.2222222222222222,0.2222222222222222,1.0,1
77,chromadb,0.5,0.0,0.0,0,0.3125,0.0625,0.2,0
78,chromadb,0.3636,0.0,0.0,1,0.0,0.0,1.0,1
79,chromadb,0.4545,0.0909,0.0,0,0.45454545454545453,0.36363636363636365,0.8,1
80,chromadb,0.75,0.75,1.0,0,0.5,0.375,0.75,1
81,chromadb,0.2308,0.0,0.0,0,0.23076923076923078,0.15384615384615385,0.6666666666666666,0
82,chromadb,0.5,0.25,0.5,0,0.25,0.25,1.0,0
83,chromadb,0.25,0.0,0.0,0,0.125,0.0625,0.5,1
84,chromadb,0.1111,0.0556,0.5,1,0.16666666666666666,0.16666666666666666,1.0,1
85,chromadb,0.16,0.0,0.0,0,0.12,0.04,0.3333333333333333,1
86,chromadb,0.2174,0.1739,0.4,0,0.2608695652173913,0.043478260869565216,0.16666666666666666,0
87,chromadb,0.5556,0.3889,0.6,0,0.6111111111111112,0.5555555555555556,0.9090909090909091,1
88,chromadb,0.4737,0.2632,0.5556,0,0.47368421052631576,0.15789473684210525,0.3333333333333333,1
89,chromadb,0.5714,0.0,0.0,0,0.38095238095238093,0.14285714285714285,0.375,0
90,chromadb,0.3636,0.0909,0.25,0,0.2727272727272727,0.09090909090909091,0.3333333333333333,1
91,chromadb,0.0909,0.0909,1.0,0,0.09090909090909091,0.09090909090909091,1.0,1
92,chromadb,0.1765,0.0588,0.3333,1,0.11764705882352941,0.058823529411764705,0.5,1
93,chromadb,0.2273,0.0455,0.2,1,0.09090909090909091,0.09090909090909091,1.0,1
94,chromadb,0.2727,0.2727,1.0,0,0.2727272727272727,0.09090909090909091,0.3333333333333333,0
95,chromadb,0.2632,0.1579,0.6,0,0.15789473684210525,0.15789473684210525,1.0,1
96,chromadb,0.4545,0.2727,0.6,0,0.4090909090909091,0.22727272727272727,0.5555555555555556,1
97,chromadb,0.0909,0.0455,0.5,1,0.045454545454545456,0.045454545454545456,1.0,1
98,chromadb,0.375,0.375,1.0,1,0.375,0.125,0.3333333333333333,0
99,chromadb,0.3529,0.3529,1.0,0,0.5882352941176471,0.47058823529411764,0.7,1
100,chromadb,0.5238,0.1905,0.3636,0,0.47619047619047616,0.2857142857142857,0.6,1
101,chromadb,0.2222,0.1111,0.5,0,0.1111111111111111,0.16666666666666666,1.0,1
102,chromadb,0.2727,0.3182,1.0,0,0.09090909090909091,0.09090909090909091,1.0,1
103,chromadb,0.1579,0.0526,0.3333,0,0.15789473684210525,0.05263157894736842,0.3333333333333333,0
104,chromadb,0.1053,0.0,0.0,1,0.05263157894736842,0.05263157894736842,1.0,0
105,chromadb,0.3636,0.1818,0.5,0,0.4090909090909091,0.18181818181818182,0.3333333333333333,0
106,chromadb,0.3,0.3,1.0,1,0.3,0.3,1.0,1
107,chromadb,0.2667,0.0,0.0,0,0.4666666666666667,0.06666666666666667,0.14285714285714285,0
108,chromadb,0.5556,0.5556,1.0,0,0.1111111111111111,0.07407407407407407,0.6666666666666666,0
109,chromadb,0.5333,0.3333,0.625,0,0.4,0.3333333333333333,0.8333333333333334,1
110,chromadb,0.1304,0.1304,1.0,0,0.2608695652173913,0.08695652173913043,0.3333333333333333,0
111,chromadb,0.2941,0.1765,0.6,1,0.35294117647058826,0.23529411764705882,0.6666666666666666,1
112,chromadb,0.25,0.1786,0.7143,1,0.10714285714285714,0.07142857142857142,0.6666666666666666,1
113,chromadb,0.2667,0.0667,0.25,0,0.2,0.2,1.0,1
114,chromadb,0.2083,0.1667,0.6,0,0.4583333333333333,0.20833333333333334,0.45454545454545453,1
115,chromadb,0.3,0.1,0.3333,0,0.4,0.1,0.25,1
116,chromadb,0.2,0.1,0.5,0,0.2,0.2,1.0,1
117,chromadb,0.4667,0.2667,0.5714,0,0.4,0.2,0.5,1
118,chromadb,0.3043,0.3043,1.0,1,0.391304347826087,0.21739130434782608,0.5555555555555556,1
119,chromadb,0.3077,0.0769,0.25,0,0.15384615384615385,0.15384615384615385,1.0,0
120,chromadb,0.1111,0.0556,0.5,1,0.05555555555555555,0.05555555555555555,1.0,1
121,chromadb,0.1053,0.0526,0.5,1,0.2631578947368421,0.15789473684210525,0.6,1
122,chromadb,0.2,0.1,0.25,1,0.65,0.25,0.38461538461538464,1
123,chromadb,0.3913,0.4348,0.8889,0,0.30434782608695654,0.21739130434782608,0.7142857142857143,1
124,chromadb,0.3478,0.0435,0.125,1,0.08695652173913043,0.08695652173913043,1.0,1
125,chromadb,0.3333,0.0952,0.2857,1,0.6190476190476191,0.42857142857142855,0.6923076923076923,1
126,chromadb,0.4762,0.4762,1.0,0,0.38095238095238093,0.09523809523809523,0.25,1
127,chromadb,0.4,0.35,0.875,0,0.4,0.05,0.125,1
128,chromadb,0.4706,0.4706,1.0,0,0.5294117647058824,0.5294117647058824,1.0,0
129,chromadb,0.2,0.1,0.5,1,0.3,0.2,0.6666666666666666,1
130,chromadb,0.1364,0.0455,0.0,0,0.09090909090909091,0.045454545454545456,0.5,1
131,chromadb,0.1154,0.0385,0.3333,1,0.15384615384615385,0.15384615384615385,1.0,1
133,chromadb,0.1818,0.1818,1.0,1,0.18181818181818182,0.2727272727272727,1.0,1
134,chromadb,0.2174,0.0435,0.0,0,0.17391304347826086,0.043478260869565216,0.25,1
135,chromadb,0.9231,0.1154,0.125,0,0.19230769230769232,0.11538461538461539,0.6,0
136,chromadb,0.4,0.05,0.125,1,0.25,0.15,0.6,1
137,chromadb,0.48,0.04,0.0833,1,0.04,0.04,1.0,1
138,chromadb,0.7143,0.1429,0.2,0,0.42857142857142855,0.3333333333333333,0.6666666666666666,1
139,chromadb,0.55,0.2,0.3636,1,0.55,0.0,0.0,1
140,chromadb,0.6,0.5333,0.8889,0,0.5333333333333333,0.4666666666666667,0.875,1
141,chromadb,0.1304,0.0435,0.3333,1,0.17391304347826086,0.13043478260869565,0.75,1
142,chromadb,0.1429,0.1905,1.0,0,0.23809523809523808,0.19047619047619047,0.8,1
143,chromadb,0.4,0.16,0.4,1,0.32,0.2,0.625,1
144,chromadb,0.1176,0.0588,0.5,1,0.11764705882352941,0.11764705882352941,1.0,1
145,chromadb,0.3182,0.3182,1.0,0,0.18181818181818182,0.045454545454545456,0.25,1
146,chromadb,0.1667,0.0,0.0,0,0.5833333333333334,0.3333333333333333,0.5714285714285714,1
147,chromadb,0.3529,0.3529,1.0,0,0.47058823529411764,0.23529411764705882,0.5,1
148,chromadb,0.4444,0.5,1.0,0,0.4444444444444444,0.3333333333333333,0.75,1
149,chromadb,0.1875,0.0,0.0,1,0.0,0.0,1.0,1
150,chromadb,0.3333,0.1333,0.4,1,0.26666666666666666,0.3333333333333333,1.0,0
151,chromadb,0.2273,0.0909,0.4,1,0.18181818181818182,0.09090909090909091,0.5,1
152,chromadb,0.2222,0.2222,1.0,0,0.3333333333333333,0.2222222222222222,0.6666666666666666,0
153,chromadb,0.2632,0.1053,0.4,0,0.15789473684210525,0.05263157894736842,0.3333333333333333,1
154,chromadb,0.2105,0.2105,1.0,0,0.15789473684210525,0.10526315789473684,0.6666666666666666,1
155,chromadb,0.1154,0.1154,1.0,1,0.46153846153846156,0.038461538461538464,0.08333333333333333,1
156,chromadb,1.0,0.1905,0.1905,1,0.0,0.42857142857142855,1.0,1
157,chromadb,0.1053,0.0526,0.5,1,0.21052631578947367,0.10526315789473684,0.5,1
158,chromadb,0.4667,0.2,0.4286,1,0.5333333333333333,0.4,0.75,1
159,chromadb,0.4444,0.1111,0.25,0,0.3333333333333333,0.16666666666666666,0.5,1
160,chromadb,0.6333,0.4333,0.6842,0,0.36666666666666664,0.3,0.8181818181818182,1
161,chromadb,0.5652,0.087,0.1538,0,0.5217391304347826,0.0,0.0,0
162,chromadb,0.4091,0.1364,0.3333,0,0.5,0.36363636363636365,0.7272727272727273,1
163,chromadb,0.2857,0.0,0.0,0,0.14285714285714285,0.14285714285714285,1.0,1
164,chromadb,0.4444,0.0556,0.125,0,0.3333333333333333,0.2777777777777778,0.8333333333333334,1
165,chromadb,0.4375,0.125,0.2857,0,0.3125,0.1875,0.6,1
166,chromadb,0.619,0.5238,0.7692,0,0.23809523809523808,0.23809523809523808,1.0,0
167,chromadb,0.2692,0.0769,0.2857,1,0.19230769230769232,0.038461538461538464,0.2,1
168,chromadb,0.1875,0.125,0.3333,1,0.125,0.125,1.0,1
169,chromadb,0.2174,0.087,0.4,1,0.2608695652173913,0.043478260869565216,0.16666666666666666,1
170,chromadb,0.3333,0.25,0.75,0,0.4166666666666667,0.3333333333333333,0.8,1
171,chromadb,0.5,0.1111,0.2222,0,0.2222222222222222,0.1111111111111111,0.5,1
172,chromadb,0.3333,0.1333,0.4,1,0.2,0.13333333333333333,0.6666666666666666,1
173,chromadb,0.1053,0.1053,1.0,0,0.3684210526315789,0.3684210526315789,1.0,1
174,chromadb,0.4211,0.1053,0.25,0,0.42105263157894735,0.15789473684210525,0.375,1
175,chromadb,0.0909,0.0909,1.0,1,0.18181818181818182,0.09090909090909091,0.5,1
176,chromadb,0.3846,0.2308,0.6,1,0.038461538461538464,0.038461538461538464,1.0,1
177,chromadb,0.3333,0.3333,1.0,0,0.125,0.125,1.0,0
178,chromadb,0.6667,0.6667,1.0,0,0.4166666666666667,0.25,0.6,1
179,chromadb,0.375,0.125,0.3333,1,0.5833333333333334,0.5416666666666666,0.9285714285714286,1
180,chromadb,0.3125,0.0625,0.2,0,0.1875,0.125,0.6666666666666666,1
181,chromadb,0.6,0.6,1.0,0,0.4,0.15,0.375,1
182,chromadb,0.5625,0.0,0.0,0,0.375,0.3125,0.8333333333333334,1
183,chromadb,0.0769,0.0385,0.5,1,0.15384615384615385,0.07692307692307693,0.5,1
184,chromadb,0.3043,0.0435,0.1429,1,0.17391304347826086,0.043478260869565216,0.25,1
185,chromadb,0.9167,0.0,0.0,1,0.16666666666666666,0.08333333333333333,0.5,1
186,chromadb,0.3889,0.1667,0.4286,0,0.2222222222222222,0.2222222222222222,1.0,1
187,chromadb,0.24,0.08,0.3333,0,0.4,0.16,0.4,1
188,chromadb,0.2857,0.1429,0.5,1,0.2857142857142857,0.2857142857142857,1.0,1
189,chromadb,0.2,0.05,0.25,1,0.25,0.2,0.8,1
190,chromadb,0.3,0.35,1.0,0,0.4,0.3,0.75,0
191,chromadb,0.5263,0.5263,1.0,0,0.21052631578947367,0.21052631578947367,1.0,1
192,chromadb,0.3158,0.2105,0.6667,0,0.21052631578947367,0.10526315789473684,0.5,1
